ranking,nombre,institucion,disciplina,h_index,citas,trabajos,scholar_id,openalex_id,orcid,topics
113,Estela Arcos,Fundación Chile,Ciencias Sociales,8,181,27,,A5027721732,0000-0001-7466-6145,"Social Sciences and Policies; Aging, Health, and Disability; Health disparities and outcomes; Public Health and Social Inequalities; Health, Nursing, Elderly Care"
114,Felipe Torres Torres,Pontificia Universidad Católica de Chile,Sociología,8,207,133,,A5100784376,0000-0003-3272-3660,Regional Development and Innovation; Agricultural and Food Production Studies; Social Sciences and Policies; Global Trade and Competitiveness; Economic and Social Development
115,César A. Cisneros Puebla,University of Tarapacá,Educación,8,228,57,,A5014835250,0000-0002-6717-756X,Qualitative Research Methods and Ethics; Social Sciences and Policies; Educational theories and practices; Data Analysis and Archiving; Qualitative Research Methods and Applications
116,Verónica Gubbins,Pontificia Universidad Católica de Chile,Sociología,8,229,37,,A5058753568,0000-0003-2175-2941,Parental Involvement in Education; Social Sciences and Policies; Educational Practices and Policies; Education and Teacher Training; Immigration and Intercultural Education
117,Joaquín Giró Miranda,Universidad de Santiago de Chile,Sociología,8,230,97,,A5077140096,,"Social Sciences and Policies; Educational Practices and Policies; Immigration and Intercultural Education; Historical and socio-economic studies of Spain and related regions; Aging, Health, and Disability"
118,Octavio Avendaño,University of Chile,Ciencia Política,8,250,95,gj1MwGwAAAAJ,A5034908589,0000-0001-6945-5327,Political and Social Dynamics in Chile and Latin America; Political Theory and Democracy; International Relations in Latin America; Social Sciences and Policies; Economic and Social Development
119,Joan Noguera Tur,Dirección de Investigación y Desarrollo,Ciencia Política,8,245,75,,A5033008960,0000-0002-0767-656X,"Regional Development and Innovation; Rural development and sustainability; Historical and socio-economic studies of Spain and related regions; Finance, Taxation, and Governance; Social Sciences and Policies"
120,Alejandro E. Ochoa Arias,Austral University of Chile,Educación,8,336,48,,A5036565299,0000-0001-8464-7108,Complex Systems and Decision Making; Education and Teacher Training; Higher Education and Sustainability; Social Sciences and Policies; Information Systems Theories and Implementation
121,Jorge Atria,Pontificia Universidad Católica de Chile,Sociología,8,352,54,,A5016574446,,"Taxation and Compliance Studies; Fiscal Policy and Economic Growth; Economic and Social Development; Income, Poverty, and Inequality; Social Policy and Reform Studies"
122,Héctor Cárcamo Vásquez,University of Bío-Bío,Educación,8,384,89,,A5075382147,0000-0003-2045-343X,Education and Teacher Training; Educational Practices and Policies; Parental Involvement in Education; Social Sciences and Policies; Education in Rural Contexts
123,María Inés Winkler,Alberto Hurtado University,Psicología,8,224,57,,A5027669912,,Psychology Research and Bibliometrics; Academic and Historical Perspectives in Psychology; Community Health and Development; Social Skills and Education; Social Sciences and Policies
124,Juan Llanes Ordóñez,University of Talca,Educación,8,219,63,,A5082319465,0000-0002-0059-9741,Higher Education Teaching and Evaluation; Educational Outcomes and Influences; Education and Teacher Training; Social Sciences and Policies; Educational Practices and Policies
125,Álvaro Besoaín Saldaña,University of Chile,Educación,8,192,41,,A5037841352,0000-0001-8174-6303,"Social Sciences and Policies; Public Health and Social Inequalities; Inclusive Education and Diversity; Aging, Health, and Disability; Social Issues and Sustainability"
126,Marcelo Arnold,University of Chile,Sociología,8,210,36,,A5015004680,,"Social Sciences and Policies; Literary and Cultural Studies; Educational theories and practices; Regional Development and Innovation; Business, Innovation, and Economy"
127,Ximena Sánchez,Universidad de Playa Ancha de Ciencias de la Educación,Educación,8,291,31,,A5045164076,0000-0001-8642-3976,"Social Sciences and Policies; Aging, Health, and Disability; Health disparities and outcomes; Public Health and Social Inequalities; Educational Outcomes and Influences"
128,Rodrigo Cordero,Universidad Diego Portales,Ciencia Política,8,263,49,,A5042423513,0000-0001-8441-7855,"Critical Theory and Philosophy; Social Sciences and Policies; Foucault, Power, and Ethics; Political Theology and Sovereignty; Economic and Social Development"
129,Kenneth Younger,University of Chile,Ciencia Política,8,303,57,,A5028392364,,Historical and Contemporary Political Dynamics; Global Peace and Security Dynamics; Political Systems and Governance; Historical Geopolitical and Social Dynamics; International Relations and Foreign Policy
130,Facundo Sepúlveda,Universidad de Santiago de Chile,Sociología,8,722,26,,A5065679561,,Fiscal Policy and Economic Growth; Labor market dynamics and wage inequality; Economic Growth and Productivity; Economic Policies and Impacts; Corruption and Economic Development
131,Carlos Ruíz Schneider,University of Concepción,Ciencia Política,7,123,63,,A5012362821,0000-0002-4429-8879,Education and Teacher Training; Public Policy and Governance; Political Theory and Democracy; Social Sciences and Policies; Religious and Theological Studies
132,Rafael Carranza,Pontificia Universidad Católica de Chile,Sociología,7,116,19,,A5034140662,0000-0002-7466-4040,"Income, Poverty, and Inequality; Employment and Welfare Studies; Intergenerational and Educational Inequality Studies; Social Policy and Reform Studies; Urban, Neighborhood, and Segregation Studies"
133,Ana Vergara del Solar,Universidad de Santiago de Chile,Educación,7,203,37,,A5082073718,0000-0001-7823-3769,Children's Rights and Participation; Early Childhood Education and Development; Child Welfare and Adoption; Social Sciences and Policies; Educational theories and practices
134,Cristóbal Aninat,Adolfo Ibáñez University,Ciencia Política,7,399,13,,A5031493637,,Public Policy and Governance; Political and Social Dynamics in Chile and Latin America; Politics and Society in Latin America; Economic Theory and Policy; Electoral Systems and Political Participation
135,Sinduja Srinivasan,United Nations Economic Commission for Latin America and the Caribbean,Sociología,7,274,35,,A5063669805,,"Labor market dynamics and wage inequality; Gender, Labor, and Family Dynamics; Income, Poverty, and Inequality; Poverty, Education, and Child Welfare; Employment and Welfare Studies"
136,Mario Garcés,Universidad de Santiago de Chile,Ciencia Política,7,227,37,,A5054513133,0000-0001-5017-8489,"Political and Social Dynamics in Chile and Latin America; Memory, violence, and history; Cultural and Social Studies in Latin America; Criminal Justice and Penology; Social Sciences and Policies"
137,Silvia Redón Pantoja,Pontificia Universidad Católica de Valparaíso,Educación,7,305,57,,A5044588208,0000-0003-4053-6654,Educational Practices and Policies; Education and Teacher Training; Social Sciences and Policies; Educational theories and practices; Inclusive Education and Diversity
138,Pamela Zapata-Sepúlveda,University of Tarapacá,Sociología,7,226,53,,A5037634368,0000-0003-3633-5673,"Cultural and Social Studies in Latin America; Qualitative Research Methods and Ethics; Migration, Education, Indigenous Social Dynamics; Immigration and Intercultural Education; Social Sciences and Policies"
139,María Angélica Oliva,Austral University of Chile,Ciencia Política,7,209,37,,A5035774509,0000-0002-2779-2517,Education and Teacher Training; Social Sciences and Policies; Public Policy and Governance; Political and Social Dynamics in Chile and Latin America; Educational Practices and Policies
140,Matias López,Pontificia Universidad Católica de Chile,Ciencia Política,7,189,25,,A5037141829,0000-0002-0871-2841,"Politics and Society in Latin America; Social Policy and Reform Studies; Political Conflict and Governance; Housing, Finance, and Neoliberalism; Populism, Right-Wing Movements"
141,Alberto Galaz,Austral University of Chile,Educación,7,215,31,,A5008220168,0000-0001-7729-2783,Education and Teacher Training; Educational Practices and Policies; Education in Rural Contexts; Higher Education Teaching and Evaluation; Social Sciences and Policies
142,Francisca Dussaillant,Universidad del Desarrollo,Psicología,7,296,30,,A5077021073,0000-0002-9687-4508,"Gender, Labor, and Family Dynamics; Social Sciences and Policies; Education and Teacher Training; Employment and Welfare Studies; Psychological Well-being and Life Satisfaction"
143,Xavier Mancero,United Nations Economic Commission for Latin America and the Caribbean,Ciencia Política,7,282,20,,A5058457371,,"Income, Poverty, and Inequality; Economic and Social Development; Regional Development and Innovation; Public Policy and Governance; Child Nutrition and Water Access"
144,Nicolás Fleet,Alberto Hurtado University,Sociología,7,171,33,,A5014592875,0000-0002-7570-2715,"Higher Education and Sustainability; Education and Teacher Training; Higher Education in Latin America; Social Sciences and Policies; Weber, Simmel, Sociological Theory"
145,Fuad Hatibovic Díaz,University of Valparaíso,Ciencia Política,7,147,34,,A5032592389,0000-0002-5144-3341,Political and Social Dynamics in Chile and Latin America; Cultural and political discourse analysis; Social and Intergroup Psychology; Education and Teacher Training; Social Sciences and Policies
146,Daniel López Muñoz,Hospital Base,Ciencias Sociales,7,149,38,,A5089372227,0000-0002-8667-8159,Social Sciences and Policies; Pharmaceutical Practices and Patient Outcomes; COVID-19 Clinical Research Studies; Pharmaceutical studies and practices; Antibiotic Use and Resistance
147,Taly Reininger,Pontificia Universidad Católica de Chile,Sociología,7,170,27,,A5056969057,0000-0001-6398-5204,"Social Sciences and Policies; Poverty, Education, and Child Welfare; Social Work Education and Practice; Parental Involvement in Education; Income, Poverty, and Inequality"
148,Patricio Miranda,Advanced Center for Chronic Diseases,Ciencias Sociales,7,169,38,,A5055848175,0000-0002-8270-1112,"Social Sciences and Policies; Birth, Development, and Health; Ethics and bioethics in healthcare; Hormonal and reproductive studies; SARS-CoV-2 detection and testing"
149,Yuri Dikhanov,United Nations Economic Commission for Latin America and the Caribbean,Sociología,7,472,24,,A5077880680,,"Global trade and economics; Monetary Policy and Economic Impact; Fiscal Policy and Economic Growth; Income, Poverty, and Inequality; Economic Growth and Productivity"
150,Paola Andreucci-Annunziata,Universidad Mayor,Educación,7,367,32,,A5078870443,0000-0002-4438-0119,Education and Teacher Training; Higher Education Teaching and Evaluation; Educational Practices and Policies; Social Sciences and Policies; Educational theories and practices
151,Antónia Vollrath,San Sebastián University,Ciencias Sociales,7,172,18,,A5016770030,,"Social Sciences and Policies; Aging, Health, and Disability; Child and Adolescent Health; Health disparities and outcomes; Public Health and Social Inequalities"
152,Alphonse De Waelhens,University of Chile,Psicología,7,153,134,,A5000840364,,"Phenomenology and Existential Philosophy; Psychoanalysis and Psychopathology Research; Nietzsche, Schopenhauer, and Hegel; Philosophy and Historical Thought; Classical Philosophy and Thought"
153,Javier Corvalán,Alberto Hurtado University,Ciencia Política,7,131,47,,A5031444210,,Education and Teacher Training; Social Sciences and Policies; Educational Practices and Policies; Public Policy and Governance; Latin American Urban Studies
154,Izaskun Álvarez‐Aguado,Millennium Science Initiative,Educación,7,162,29,,A5020496655,0000-0002-8021-525X,"Disability Education and Employment; Assistive Technology in Communication and Mobility; Aging, Health, and Disability; Down syndrome and intellectual disability research; Social Sciences and Policies"
