ranking,openalex_id,orcid,nombre,institucion,pais_institucion,ror,h_index,i10_index,citas,trabajos,campo_principal,dominio,topics,works_api_url
1,A5034708283,,Arend Lijphart,Gobierno de Chile,CL,https://ror.org/02sevrz47,59,115,32776,475,Social Sciences,Social Sciences,Electoral Systems and Political Participation; Political Systems and Governance; European Union Policy and Governance; Agriculture and Rural Development Research; European and International Law Studies,https://api.openalex.org/works?filter=author.id:A5034708283
80,A5029737401,0000-0001-6301-7609,Caterine Galaz Valderrama,University of Chile,CL,https://ror.org/047gc3g35,11,15,422,91,Social Sciences,Social Sciences,"Social Sciences and Policies; Migration, Education, Indigenous Social Dynamics; Immigration and Intercultural Education; Cultural and Social Studies in Latin America; Gender, Health, and Social Inequality",https://api.openalex.org/works?filter=author.id:A5029737401
81,A5049982755,0000-0002-4432-3376,Catherine Reyes-Housholder,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,11,11,337,31,Social Sciences,Social Sciences,Gender Politics and Representation; Electoral Systems and Political Participation; Corruption and Economic Development; Political and Social Dynamics in Chile and Latin America; Politics and Society in Latin America,https://api.openalex.org/works?filter=author.id:A5049982755
82,A5101513853,0000-0002-8471-9834,Francisco Pino,University of Chile,CL,https://ror.org/047gc3g35,10,10,239,69,Social Sciences,Social Sciences,"Social Sciences and Policies; Gender, Labor, and Family Dynamics; Employment, Labor, and Gender Studies; Economic and Social Development; Electoral Systems and Political Participation",https://api.openalex.org/works?filter=author.id:A5101513853
83,A5003637466,0000-0002-8276-1668,Héctor Opazo Carvajal,Universidad Católica Silva Henríquez,CL,https://ror.org/003mpdt17,10,10,248,51,Social Sciences,Social Sciences,Service-Learning and Community Engagement; Higher Education and Sustainability; Education and Teacher Training; Educational Practices and Policies; Social Sciences and Policies,https://api.openalex.org/works?filter=author.id:A5003637466
84,A5048609365,0000-0002-8288-2988,Mauricio López,University of Chile,CL,https://ror.org/047gc3g35,10,11,297,45,Social Sciences,Social Sciences,Inclusive Education and Diversity; Education and Teacher Training; Social Sciences and Policies; Disability Education and Employment; Education in Rural Contexts,https://api.openalex.org/works?filter=author.id:A5048609365
85,A5014387237,0000-0001-6216-4324,Alexandre Janiak,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,10,10,390,43,"Economics, Econometrics and Finance",Social Sciences,Labor market dynamics and wage inequality; Firm Innovation and Growth; Economic theories and models; Social Capital and Networks; Economic Growth and Productivity,https://api.openalex.org/works?filter=author.id:A5014387237
86,A5073306856,0000-0003-1139-735X,Elena Valentina Gutiérrez,Universidad Mayor,CL,https://ror.org/00pn44t17,10,10,403,46,"Business, Management and Accounting",Social Sciences,"Quality and Supply Management; Business, Innovation, and Economy; Vehicle Routing Optimization Methods; Healthcare Operations and Scheduling Optimization; Supply Chain and Inventory Management",https://api.openalex.org/works?filter=author.id:A5073306856
87,A5072377786,0000-0002-0028-4766,Luis Maldonado,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,10,10,652,73,Social Sciences,Social Sciences,Religious and Theological Studies; Theology and Canon Law Studies; Political and Social Dynamics in Chile and Latin America; Employment and Welfare Studies; Social Policy and Reform Studies,https://api.openalex.org/works?filter=author.id:A5072377786
88,A5046185182,0000-0001-8176-6195,Valeria Herrera Fernández,University of Chile,CL,https://ror.org/047gc3g35,10,10,295,38,Psychology,Social Sciences,Hearing Impairment and Communication; Inclusive Education and Diversity; Social Sciences and Policies; Education in Rural Contexts; Subtitles and Audiovisual Media,https://api.openalex.org/works?filter=author.id:A5046185182
89,A5049987225,0000-0002-2399-7566,Verónica Gómez Urrutia,Universidad Autónoma de Chile,CL,https://ror.org/010r9dy59,10,11,279,66,Social Sciences,Social Sciences,"Social Sciences and Policies; Employment, Labor, and Gender Studies; Work-Family Balance Challenges; Labor Law and Work Dynamics; Aging, Health, and Disability",https://api.openalex.org/works?filter=author.id:A5049987225
90,A5029320101,0000-0002-9346-0780,Carlos Rodríguez Garcés,University of Bío-Bío,CL,https://ror.org/04dndfk38,10,10,350,114,Social Sciences,Social Sciences,Education and Teacher Training; Educational Outcomes and Influences; Educational Innovations and Technology; Social Sciences and Policies; Education and Labor Relations,https://api.openalex.org/works?filter=author.id:A5029320101
91,A5101817441,0000-0001-7252-5031,Carmen Gloria Núñez,Pontificia Universidad Católica de Valparaíso,CL,https://ror.org/02cafbr77,10,10,338,46,Social Sciences,Social Sciences,Education in Rural Contexts; Education and Teacher Training; Inclusive Education and Diversity; Educational Practices and Policies; Social Sciences and Policies,https://api.openalex.org/works?filter=author.id:A5101817441
92,A5012445390,0000-0002-5912-4396,Carlos Calvo Muñoz,Universidad Católica del Norte,CL,https://ror.org/02akpm128,9,8,785,93,Social Sciences,Social Sciences,Education and Teacher Training; Educational theories and practices; Education in Rural Contexts; Social Sciences and Policies; Educational Innovations and Technology,https://api.openalex.org/works?filter=author.id:A5012445390
93,A5002759210,,Gianluigi Oliveri,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,9,9,502,51,Psychology,Social Sciences,"Philosophy and Theoretical Science; History and Theory of Mathematics; Philosophy, Science, and History; Computability, Logic, AI Algorithms; Classical Philosophy and Thought",https://api.openalex.org/works?filter=author.id:A5002759210
94,A5070754105,0000-0002-0127-8157,Carmen Le Foulon,Adolfo Ibáñez University,CL,https://ror.org/0326knt82,9,9,250,21,Social Sciences,Social Sciences,"Political and Social Dynamics in Chile and Latin America; Electoral Systems and Political Participation; Employment, Labor, and Gender Studies; Education and Teacher Training; Social Media and Politics",https://api.openalex.org/works?filter=author.id:A5070754105
95,A5063588648,0000-0002-9358-5217,Francisco Soto,Austral University of Chile,CL,https://ror.org/029ycp228,9,8,246,111,Social Sciences,Social Sciences,Comparative constitutional jurisprudence studies; Paleontology and Stratigraphy of Fossils; Human Rights and Immigration; Legal processes and jurisprudence; Political Theory and Democracy,https://api.openalex.org/works?filter=author.id:A5063588648
96,A5089914627,0000-0002-3981-2909,Carlos Villalobos Barría,University of Talca,CL,https://ror.org/01s4gpq44,9,7,215,35,Social Sciences,Social Sciences,"Income, Poverty, and Inequality; Poverty, Education, and Child Welfare; Economic Theory and Policy; Migration and Labor Dynamics; Labor market dynamics and wage inequality",https://api.openalex.org/works?filter=author.id:A5089914627
97,A5008730783,0000-0002-4211-8889,Manuela García Quiroga,Pontificia Universidad Católica de Valparaíso,CL,https://ror.org/02cafbr77,9,8,377,37,Social Sciences,Social Sciences,Child Welfare and Adoption; Social Sciences and Policies; Child Abuse and Trauma; Children's Rights and Participation; Intergenerational Family Dynamics and Caregiving,https://api.openalex.org/works?filter=author.id:A5008730783
98,A5009256015,0000-0002-5886-8211,Martina Yopo Díaz,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,9,9,226,35,Social Sciences,Social Sciences,Social Sciences and Policies; Demographic Trends and Gender Preferences; Work-Family Balance Challenges; Reproductive Health and Technologies; Employment and Welfare Studies,https://api.openalex.org/works?filter=author.id:A5009256015
99,A5055335957,0000-0002-1412-048X,Astrid Oddershede,Universidad de Santiago de Chile,CL,https://ror.org/02ma57s91,9,9,394,52,Decision Sciences,Social Sciences,Multi-Criteria Decision Making; Quality and Supply Management; Sustainable Supply Chain Management; Big Data and Business Intelligence; Accounting and Organizational Management,https://api.openalex.org/works?filter=author.id:A5055335957
100,A5027680190,0000-0003-2870-212X,María Emilia Tijoux,Universidad Bernardo O'Higgins,CL,https://ror.org/00x0xhn70,9,8,371,73,Social Sciences,Social Sciences,"Migration, Education, Indigenous Social Dynamics; Social Sciences and Policies; Political and Social Dynamics in Chile and Latin America; Cultural and Social Studies in Latin America; Immigration and Intercultural Education",https://api.openalex.org/works?filter=author.id:A5027680190
101,A5043053781,0000-0001-9817-4110,Lyonel Laulié,University of Chile,CL,https://ror.org/047gc3g35,9,8,368,28,"Business, Management and Accounting",Social Sciences,Job Satisfaction and Organizational Behavior; Gender Diversity and Inequality; Management and Organizational Studies; Team Dynamics and Performance; Advanced Wireless Network Optimization,https://api.openalex.org/works?filter=author.id:A5043053781
102,A5059645498,,Felipe Agüero,University of Chile,CL,https://ror.org/047gc3g35,9,9,561,36,Social Sciences,Social Sciences,Political and Social Dynamics in Chile and Latin America; International Relations in Latin America; Political Theory and Democracy; Spanish History and Politics; Cultural and Social Studies in Latin America,https://api.openalex.org/works?filter=author.id:A5059645498
103,A5036102811,0000-0001-5515-3686,Lisa Zanotti,Universidad Diego Portales,CL,https://ror.org/03gtdcg60,9,9,442,48,Social Sciences,Social Sciences,"Populism, Right-Wing Movements; Political and Social Dynamics in Chile and Latin America; Politics and Society in Latin America; Social Media and Politics; Social Policy and Reform Studies",https://api.openalex.org/works?filter=author.id:A5036102811
104,A5065148721,0000-0001-5563-5087,Luis Gonzalo Acosta Espejo,Federico Santa María Technical University,CL,https://ror.org/05510vn56,9,9,526,24,"Business, Management and Accounting",Social Sciences,Facility Location and Emergency Management; Horticultural and Viticultural Research; Multi-Criteria Decision Making; Urban and Freight Transport Logistics; Vehicle Routing Optimization Methods,https://api.openalex.org/works?filter=author.id:A5065148721
105,A5015627577,0000-0002-7689-566X,Juan Carlos Peña Axt,Universidad Autónoma de Chile,CL,https://ror.org/010r9dy59,9,8,425,33,Social Sciences,Social Sciences,Gender and Feminist Studies; Intimate Partner and Family Violence; Social Issues and Sustainability; Social Sciences and Policies; Sex work and related issues,https://api.openalex.org/works?filter=author.id:A5015627577
106,A5015827939,0000-0001-9004-4346,Andrea Vigorito,Universidad La República,CL,https://ror.org/05xs36f43,9,9,269,54,Social Sciences,Social Sciences,"Income, Poverty, and Inequality; Poverty, Education, and Child Welfare; Economic Theory and Policy; Gender, Labor, and Family Dynamics; Taxation and Compliance Studies",https://api.openalex.org/works?filter=author.id:A5015827939
107,A5057505110,0000-0003-1978-2076,Alexander Panez Pinto,University of Bío-Bío,CL,https://ror.org/04dndfk38,9,9,209,45,Social Sciences,Social Sciences,"Social Sciences and Policies; Water Governance and Infrastructure; Agriculture, Land Use, Rural Development; Environmental and Cultural Studies in Latin America and Beyond; Latin American socio-political dynamics",https://api.openalex.org/works?filter=author.id:A5057505110
108,A5064196945,0000-0003-3905-4121,Óscar Mac-Clure,Universidad de Los Lagos,CL,https://ror.org/05jk8e518,8,7,198,36,Social Sciences,Social Sciences,"Social and Cultural Dynamics; Political and Social Dynamics in Chile and Latin America; Latin American Urban Studies; Income, Poverty, and Inequality; Latin American socio-political dynamics",https://api.openalex.org/works?filter=author.id:A5064196945
109,A5080193508,0000-0002-7941-0197,Adolfo Garcé,Universidad La República,CL,https://ror.org/05xs36f43,8,5,201,64,Social Sciences,Social Sciences,Public Policy and Governance; Politics and Society in Latin America; Latin American socio-political dynamics; Political Science Research and Education; Economic Theory and Policy,https://api.openalex.org/works?filter=author.id:A5080193508
110,A5050754525,0000-0001-5833-3404,Alexis Cortés,Alberto Hurtado University,CL,https://ror.org/00749za89,8,7,177,55,Social Sciences,Social Sciences,"Political and Social Dynamics in Chile and Latin America; Latin American socio-political dynamics; Memory, violence, and history; Public Spaces through Art; Social Sciences and Policies",https://api.openalex.org/works?filter=author.id:A5050754525
111,A5101809178,0000-0002-0410-0725,Pablo Pérez Ahumada,University of Chile,CL,https://ror.org/047gc3g35,8,7,171,38,Social Sciences,Social Sciences,"Labor Movements and Unions; Social Policy and Reform Studies; Employment, Labor, and Gender Studies; Employment and Welfare Studies; Latin American socio-political dynamics",https://api.openalex.org/works?filter=author.id:A5101809178
112,A5032588054,0000-0002-2333-3567,Ricardo Ramírez,University of Chile,CL,https://ror.org/047gc3g35,8,7,567,33,Social Sciences,Social Sciences,"Electoral Systems and Political Participation; Social Media and Politics; Latin American and Latino Studies; Migration, Ethnicity, and Economy; Media Studies and Communication",https://api.openalex.org/works?filter=author.id:A5032588054
